acreage,address,category,crops,date,email,name,phone,processed_products,profile,short_description,website
27 Acres,"13139 Daisy Blue Mine Road
Nevada City, CA 95959, United States",Herbal supplements | Retail/Wholesale | Biodynamic | Medicinal Herb Garden and Apothecary | ,,20150514,,Flower Essence Services,1,"Cosmetic And Personal Care Products,Other Body Care Products","Flower Essence Services, incorporated as Terra Flora Gardens, Inc., is co-directed by Richard Katz and Patricia Kaminski, who are married and professional partners. Established more than three decades ago, FES is based in the foothills of California’s Sierra Nevada mountains, a tree-studded land of granite peaks, sparkling rivers, and gold-embedded quartz. Our private workplace and residence, Terra Flora, encompasses 27 acres of Biodynamic® organic gardens, ponds, and natural areas. This environment is ideally suited for preparing the pure and potent plant products which we send to customers throughout the world.
FES is respected as a leading company in the field of etheric plant remedies, with an international reputation for quality and efficacy. FES flower essences have been developed carefully through research and case reports by qualified practitioners around the world. Today, FES products are used in more than 50 countries by hundreds of thousands of health care professionals and family caretakers.
Cropped: 7 Acres
Total Acreage: 27 Acres","
           “Of all the flower essence systems of the present time, and I know many of them, I have the absolute assurance that they are the only ones that care to research, and who are concerned with developing therapeutic work; they are not just concerned with the commercial aspect of the work. ”
           ",www.fesflowers.com
,"4102 Murry Road
Moravia, NY 13118, United States",,"Vegetables,Asparagus,Beetroot,Garlic,Potatoes,Herbs And Spices,Chamomile,Medicinal Herbs,Mint,Fodder And Grassland,Fodder Crops,Grassland,Other Crops,Other Annual Crops",20151024,,Greenemeadow,4,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"2580 Santa Fe Avenue
Redondo Beach, CA 90278, United States",Grower / Shipper | ,,20151023,,Gourmet Trading Company,2,"Packed Fruit And Vegetables,Packed Fruit",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",gourmettrading.net
,"12625 Old River Road
Hopland, CA 95449, United States",,,20151024,,Fetzer Vineyards Winery,1,"Wine,Wine Red",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
10 Acres,"38001 Alexander Road
Philomath, OR 97370, United States",Farm | ,"Fruit,Apples,Blueberries,Cherries,Grapes,Peaches,Pears,Plums,Quinces,Strawberries,Vegetables,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chicory Leaf Witloof,Cucumbers,Dandelion,Endive,Florence Fennel,Garlic,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsnips,Pepper Capsicum,Potatoes,Pumpkin,Radishes Red,Rhubarb,Shallots,Spinach,Spring Onions,Tomatoes,Turnips,Herbs And Spices,Basil,Borage,Chamomile,Chervil,Chives,Coriander,Cress,Dill,Lavender,Mustard,Parsley,Sage,Sorrel,Thyme,Legumes,Beans,Peas Green,Grains,Sweet Corn,Fodder And Grassland,Grassland,Seeds And Seedlings,Seedlings,Other Crops,Flowers,Other Annual Crops",20151023,,Goodfoot Farm,3,"Herbs And Spices And Salt,Garlic","Our small family farm is located on the banks of the Luckiamute River in the Hoskins area of Kings Valley, Oregon (20 miles northwest of Corvallis). Our mission is to provide unconventionally grown food for the people of our local community. To us, unconventionally grown means we take a systems approach in our efforts to balance our food production with our responsibility for our local forest, field and river life and with the health of our planet. We work hard to minimum our use of off-farm and petroleum dependent inputs and practice a method of agriculture that strives to emulate a natural system. Fundamental to the success of our production system is the integration of animals for fertility and weed management, our selection of crops and cultivars for pest and disease control and our practice of “farmscaping” which provides habitat for native pollinators and natural predators of pests. We are Demeter Certified Biodynamic® as well as certified organic by Stellar Certification Services.
We are currently expanding our operations to provide a diversity of vegetable and fruit crops.  We have been selling our blueberries through First Alternative Cooperative Grocery in Corvallis since 2005 and in the fall of 2009 began offering fall storage crops – potatoes, onions, garlic and winter squash direct for sale to consumers.  2012 marked our first year of real diversification – we grew a number of different vegetable crops and enjoyed the first fruits of our young orchard – apples, pears, and plums.  This foray into diversified market farming was rounded out by attending the Corvallis Farmers’ Markets where we provided organically grown, Demeter certified Biodynamic® food to our customers.  It was truly a pleasure to see new faces become familiar and to share the fruits of our labor.  In 2014 you will again see us at the market and we will also be offering a number of ways to support the farm – as a market member, farmstand share, or box subscription.
Cropped: 5 Acres
Total Acreage: 10 Acres","
           “One of our goals as farmers is to have something blooming whenever possible.  Flowers provide food for pollinators and beneficial insects and also help feed our spirits throughout the season.  Often, weeds such as Queen Anne’s lace are allowed to flower prior to mowing or cultivating.  Other volunteer winter weeds such as common groundsel flower early in the year, providing food for our native pollinators before our food crops flower.  ”
           
         ",www.goodfootfarm.com
,"320 Canisteo Street
Hornell, NY 14843, United States",,,20151023,,Good Boy Organics,3,"Preserves And Tomato Products,Tomato Puree Natural,Other Tomato Products",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",www.goodboyorganics.com
,"14251 Old River Road
Hopland, CA 95449, United States",,,20151024,,Golden Cellars LLC,1,"Wine,Wine Red",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"14251 Old River Road
Hopland, CA 95449, United States",,"Fruit,Grapes For Wine,Olives",20151024,,Golden Vineyards,1,"Oils And Fats,Olive Oil",,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"1 DeLallo Way
Mount Pleasant, PA 15666",,,20151023,www.delallo.com,George DeLallo Co. Inc.,1,"Pasta,Wheat Pasta","The George DeLallo Company was founded with the ideals of offering true authentic Italian foods with integrity and consistency. In the mid-1940s, Mr. George DeLallo began selling Italian grocery items door-to-door in the immigrant neighborhoods of Western Pennsylvania. In 1954, he and his wife Madeline established a grocery store in Jeannette, Pennsylvania, which specialized in authentic Italian foods. Soon after, they began to develop and sell traditional Italian products under the DeLallo name.
As the years progressed, the retail and wholesale businesses grew. In the 1980s, DeLallo pioneered the olive and antipasti bar concept, which has become a staple of grocery stores around the U.S. and has revolutionized the American consumer’s experience of table olives and antipasti.
Today, DeLallo’s original Jeannette retail store remains a vibrant and beloved part of the community and DeLallo products are distributed throughout the country. Whether it is found on traditional Italian grocery items such as olive oil, pasta, vinegars and tomatoes, or on our complete line of cured olives and antipasti, the DeLallo label guarantees consumers authenticity, integrity, and consistency.
About Our Pasta
At the heart of our Biodynamic Pasta is the wheat that is grown and harvested—under strict eco-safe values—in Southern Italy. Following generations of authentic Italian pasta-making, we utilize an authentic process. We begin with expertly milled semolina flour and cool, spring water, then extrude the dough with bronze dies. An artisanal method, extruding dough with bronze dies, creates a rougher surface making it easy to hug to your favorite sauces. The resulting pasta boasts that famous Italian fresh-bread flavor and al dente bite.
About Our Olive Oil
Grown and hand-harvested in lush orchards of Puglia, Italy, the olives that go into every bottle of our fresh, fruity extra-virgin olive oil are produced with the utmost care to the surrounding environment. Our Biodynamic Extra Virgin Olive Oil is created from the first, cold press of Italian-grown olives to maintain its rich olive flavor: robust and fruity with a light, peppery finish.","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"32553 Forster Road
La Crescent, MN 55947",,"Fruit,Apples,Apricots,Blackberries,Blueberries,Cherries,Grapes,Peaches,Plums,Raspberries,Strawberries,Vegetables,Rhubarb",20151024,,Hoch Orchard and Gardens,3,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
125 Acres,"53511 North Sunset
Benton City, WA 99320, United States",Vineyard | Winery | ,"Fruit,Grapes For Wine",20151023,,Hedges Family Estate,5,Wine,"With their 25th vintage now in barrel, Tom and Anne-Marie Hedges can look back at their pioneering efforts to help establish the modern Washington wine industry, and specifically their efforts in establishing the renowned Red Mountain American Viticultural Area.  Beginning as negociants selling their first Hedges branded Columbia Valley wine to the Swedish government, the Hedges quickly realized the importance of site for producing great wines, and purchased a fifty-acre parcel on the dusty southwest slope of Red Mountain, a barely known growing region at the time. More than two decades later, their now 125 acres of Red Mountain vineyard land is the heart of the Hedges family’s wines.  The eldest born of Tom and Anne-Marie, Christophe, is general manager and head of international sales.  Their daughter, Sarah, is the head winemaker.
Farmers first, and winemakers second, the Hedges family believes there is nothing more important than expressing the characteristics of specific vineyards, of capturing Terroir.  Anne-Marie grew up in Champagne, France, and is no doubt the messenger of these beliefs, bringing the philosophies of the old world to her new home in eastern Washington State.  For more than a decade, the Hedges have chosen not to have their wines scored, as they believe this would hinder their pursuit of making wines of soul and truth.
Total Acreage: 125 Acres","
           “Our wine is history, family, employees, animals...a reflection of the entire culture of the estate.”
           ",hedgesfamilyestate.com
